freq;iccs;unit;geo\TIME_PERIOD,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 
A;ICCS0101;NR;AL,88 ,82 ,118 ,124 ,125 ,107 ,98 ,54 ,71 ,52 ,51 
A;ICCS0101;NR;AT,58 ,51 ,61 ,80 ,88 ,63 ,43 ,42 ,49 ,61 ,73 
A;ICCS0101;NR;BA,66 ,67 ,54 ,49 ,60 ,46 ,49 ,56 ,42 ,34 ,36 
A;ICCS0101;NR;BE,204 ,189 ,189 ,214 ,206 ,204 ,210 ,231 ,174 ,196 ,177 
A;ICCS0101;NR;BG,172 ,150 ,148 ,128 ,141 ,109 ,112 ,126 ,79 ,95 ,92 
A;ICCS0101;NR;CH,54 ,51 ,53 ,46 ,45 ,57 ,41 ,57 ,45 ,45 ,50 
A;ICCS0101;NR;CY,9 ,19 ,7 ,8 ,19 ,11 ,10 ,12 ,11 ,7 ,14 
A;ICCS0101;NR;CZ,113 ,105 ,105 ,83 ,95 ,90 ,81 ,88 ,65 ,40 ,55 
A;ICCS0101;NR;DE,656 ,721 ,699 ,689 ,619 ,623 ,645 ,655 ,747 ,738 ,632 
A;ICCS0101;NR;DK,53 ,56 ,49 ,49 ,43 ,41 ,62 ,52 ,53 ,61 ,54 
A;ICCS0101;NR;EE,84 ,70 ,70 ,65 ,63 ,52 ,41 ,50 ,33 ,29 ,25 
A;ICCS0101;NR;EL,139 ,143 ,176 ,184 ,165 ,141 ,105 ,86 ,81 ,78 ,94 
A;ICCS0101;NR;ES,407 ,412 ,401 ,385 ,364 ,302 ,323 ,302 ,294 ,307 ,290 
A;ICCS0101;NR;FI,133 ,120 ,119 ,110 ,88 ,89 ,88 ,82 ,74 ,68 ,90 
A;ICCS0101;NR;FR,975 ,804 ,797 ,874 ,814 ,802 ,765 ,1029 ,884 ,813 ,779 
A;ICCS0101;NR;HR,71 ,49 ,62 ,49 ,51 ,46 ,36 ,37 ,44 ,46 ,24 
A;ICCS0101;NR;HU,147 ,139 ,133 ,142 ,113 ,138 ,129 ,202 ,91 ,85 ,83 
A;ICCS0101;NR;IE,51 ,53 ,55 ,42 ,52 ,51 ,53 ,30 ,35 ,42 ,42 
A;ICCS0101;NR;IS,0 ,1 ,2 ,3 ,1 ,1 ,2 ,3 ,1 ,3 ,2 
A;ICCS0101;NR;IT,615 ,590 ,529 ,552 ,530 ,506 ,487 ,471 ,404 ,371 ,345 
A;ICCS0101;NR;LI,1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 
A;ICCS0101;NR;LT,286 ,240 ,199 ,189 ,181 ,172 ,155 ,168 ,142 ,113 ,97 
A;ICCS0101;NR;LU,7 ,5 ,8 ,4 ,3 ,2 ,4 ,5 ,5 ,2 ,3 
A;ICCS0101;NR;LV,99 ,108 ,70 ,69 ,97 ,69 ,77 ,81 ,111 ,109 ,101 
A;ICCS0101;NR;ME,22 ,10 ,13 ,19 ,15 ,9 ,19 ,17 ,24 ,11 ,13 
A;ICCS0101;NR;MK,35 ,35 ,39 ,27 ,28 ,20 ,25 ,21 ,17 ,25 ,: 
A;ICCS0101;NR;MT,6 ,4 ,4 ,3 ,10 ,6 ,6 ,4 ,5 ,9 ,6 
A;ICCS0101;NR;NL,150 ,154 ,: ,: ,: ,147 ,144 ,120 ,108 ,158 ,119 
A;ICCS0101;NR;NO,34 ,29 ,29 ,111 ,27 ,47 ,29 ,24 ,27 ,28 ,25 
A;ICCS0101;NR;PL,460 ,493 ,436 ,449 ,377 ,296 ,282 ,287 ,256 ,278 ,265 
A;ICCS0101;NR;PT,124 ,130 ,124 ,114 ,122 ,144 ,92 ,100 ,66 ,76 ,81 
A;ICCS0101;NR;RO,470 ,397 ,404 ,335 ,378 ,336 ,298 ,291 ,247 ,256 ,267 
A;ICCS0101;NR;RS,128 ,136 ,114 ,114 ,104 ,132 ,114 ,96 ,106 ,79 ,104 
A;ICCS0101;NR;SE,82 ,93 ,91 ,81 ,68 ,87 ,87 ,112 ,106 ,113 ,108 
A;ICCS0101;NR;SI,11 ,13 ,11 ,17 ,14 ,12 ,17 ,20 ,10 ,19 ,10 
A;ICCS0101;NR;SK,94 ,84 ,89 ,96 ,75 ,78 ,72 ,48 ,60 ,80 ,67 
A;ICCS0101;NR;TR,: ,2090 ,1766 ,1688 ,1806 ,: ,: ,: ,: ,: ,: 
A;ICCS0101;NR;UKC-L,638 ,595 ,632 ,526 ,544 ,521 ,510 ,546 ,675 ,704 ,671 
A;ICCS0101;NR;UKM,95 ,84 ,100 ,93 ,63 ,61 ,62 ,59 ,62 ,59 ,60 
A;ICCS0101;NR;UKN,24 ,29 ,23 ,23 ,21 ,20 ,17 ,24 ,18 ,24 ,23 
A;ICCS0101;NR;XK,113 ,73 ,106 ,62 ,90 ,41 ,38 ,27 ,29 ,33 ,43 
A;ICCS0101;P_HTHAB;AL,2.78 ,2.57 ,: ,4.38 ,: ,: ,3.38 ,1.86 ,2.46 ,1.81 ,1.78 
A;ICCS0101;P_HTHAB;AT,0.70 ,0.61 ,0.73 ,0.96 ,1.05 ,0.75 ,0.51 ,0.49 ,0.56 ,0.70 ,0.83 
A;ICCS0101;P_HTHAB;BA,1.72 ,1.74 ,1.40 ,1.27 ,1.56 ,: ,: ,: ,: ,: ,: 
A;ICCS0101;P_HTHAB;BE,1.91 ,1.76 ,1.74 ,1.95 ,1.86 ,1.83 ,1.88 ,2.06 ,1.54 ,1.73 ,1.55 
A;ICCS0101;P_HTHAB;BG,2.29 ,2.01 ,1.99 ,1.74 ,1.92 ,1.50 ,1.55 ,1.75 ,1.10 ,1.34 ,1.30 
A;ICCS0101;P_HTHAB;CH,0.71 ,0.66 ,0.68 ,0.58 ,0.57 ,0.71 ,0.50 ,0.69 ,0.54 ,0.53 ,0.59 
A;ICCS0101;P_HTHAB;CY,1.16 ,2.38 ,0.85 ,0.95 ,2.20 ,1.27 ,1.17 ,1.42 ,1.30 ,0.82 ,1.62 
A;ICCS0101;P_HTHAB;CZ,1.09 ,1.01 ,1.00 ,0.79 ,0.90 ,0.86 ,0.77 ,0.84 ,0.62 ,0.38 ,0.52 
A;ICCS0101;P_HTHAB;DE,0.80 ,0.88 ,0.85 ,0.86 ,0.77 ,0.77 ,0.80 ,0.81 ,0.91 ,0.89 ,0.76 
A;ICCS0101;P_HTHAB;DK,0.96 ,1.01 ,0.89 ,0.88 ,0.77 ,0.73 ,1.10 ,0.92 ,0.93 ,1.06 ,0.93 
A;ICCS0101;P_HTHAB;EE,6.28 ,5.24 ,5.25 ,4.89 ,4.75 ,3.94 ,3.12 ,3.80 ,2.51 ,2.20 ,1.90 
A;ICCS0101;P_HTHAB;EL,1.29 ,1.36 ,1.58 ,1.65 ,1.49 ,1.28 ,0.96 ,0.79 ,0.75 ,0.72 ,0.88 
A;ICCS0101;P_HTHAB;ES,0.89 ,0.89 ,0.86 ,0.82 ,0.78 ,0.65 ,0.69 ,0.65 ,0.63 ,0.66 ,0.62 
A;ICCS0101;P_HTHAB;FI,2.51 ,2.25 ,2.22 ,2.05 ,1.63 ,1.64 ,1.61 ,1.50 ,1.35 ,1.24 ,1.63 
A;ICCS0101;P_HTHAB;FR,1.52 ,1.25 ,1.23 ,1.35 ,1.25 ,1.22 ,1.16 ,1.55 ,1.33 ,1.22 ,1.16 
A;ICCS0101;P_HTHAB;HR,1.65 ,1.14 ,1.44 ,1.14 ,1.19 ,1.08 ,0.85 ,0.88 ,1.05 ,1.11 ,0.58 
A;ICCS0101;P_HTHAB;HU,1.46 ,1.39 ,1.33 ,1.42 ,1.14 ,1.39 ,1.31 ,2.05 ,0.93 ,0.87 ,0.85 
A;ICCS0101;P_HTHAB;IE,1.14 ,1.17 ,1.21 ,0.92 ,1.13 ,1.11 ,1.15 ,0.64 ,0.74 ,0.88 ,0.87 
A;ICCS0101;P_HTHAB;IS,0.00 ,0.31 ,0.63 ,0.94 ,0.31 ,0.31 ,0.61 ,0.91 ,0.30 ,0.89 ,0.57 
A;ICCS0101;P_HTHAB;IT,1.05 ,1.00 ,0.89 ,0.93 ,0.89 ,0.85 ,0.80 ,0.77 ,0.67 ,0.61 ,0.57 
A;ICCS0101;P_HTHAB;LI,2.83 ,0.00 ,2.79 ,0.00 ,0.00 ,0.00 ,2.69 ,0.00 ,0.00 ,2.64 ,2.62 
A;ICCS0101;P_HTHAB;LT,8.90 ,7.54 ,6.33 ,6.19 ,6.03 ,5.79 ,5.27 ,5.75 ,4.92 ,3.97 ,3.45 
A;ICCS0101;P_HTHAB;LU,1.45 ,1.01 ,1.59 ,0.78 ,0.57 ,0.37 ,0.73 ,0.89 ,0.87 ,0.34 ,0.50 
A;ICCS0101;P_HTHAB;LV,4.52 ,4.99 ,3.30 ,3.33 ,4.74 ,3.41 ,3.85 ,4.08 ,5.64 ,5.59 ,5.22 
A;ICCS0101;P_HTHAB;ME,3.57 ,1.62 ,2.10 ,3.07 ,2.42 ,1.45 ,3.06 ,2.73 ,3.86 ,1.77 ,2.09 
A;ICCS0101;P_HTHAB;MK,1.71 ,1.71 ,1.90 ,1.31 ,1.36 ,0.97 ,1.21 ,1.01 ,0.82 ,1.21 ,: 
A;ICCS0101;P_HTHAB;MT,1.47 ,0.97 ,0.97 ,0.72 ,2.39 ,1.42 ,1.41 ,0.93 ,1.11 ,1.96 ,1.26 
A;ICCS0101;P_HTHAB;NL,0.91 ,0.93 ,: ,: ,: ,0.88 ,0.86 ,0.71 ,0.64 ,0.92 ,0.69 
A;ICCS0101;P_HTHAB;NO,0.72 ,0.60 ,0.60 ,2.26 ,0.54 ,0.93 ,0.57 ,0.46 ,0.52 ,0.53 ,0.47 
A;ICCS0101;P_HTHAB;PL,1.21 ,1.29 ,1.15 ,1.18 ,0.99 ,0.78 ,0.74 ,0.76 ,0.67 ,0.73 ,0.70 
A;ICCS0101;P_HTHAB;PT,1.17 ,1.23 ,1.17 ,1.08 ,1.16 ,1.37 ,0.88 ,0.96 ,0.64 ,0.74 ,0.79 
A;ICCS0101;P_HTHAB;RO,2.28 ,1.94 ,1.88 ,1.56 ,1.88 ,1.68 ,1.49 ,1.46 ,1.25 ,1.30 ,1.37 
A;ICCS0101;P_HTHAB;RS,1.74 ,1.85 ,1.56 ,1.57 ,1.44 ,1.84 ,1.60 ,1.35 ,1.50 ,1.12 ,1.49 
A;ICCS0101;P_HTHAB;SE,0.89 ,1.00 ,0.97 ,0.86 ,0.72 ,0.91 ,0.90 ,1.15 ,1.08 ,1.13 ,1.07 
A;ICCS0101;P_HTHAB;SI,0.55 ,0.64 ,0.54 ,0.83 ,0.68 ,0.58 ,0.82 ,0.97 ,0.48 ,0.92 ,0.48 
A;ICCS0101;P_HTHAB;SK,1.75 ,1.56 ,1.65 ,1.78 ,1.39 ,1.44 ,1.33 ,0.89 ,1.11 ,1.47 ,1.23 
A;ICCS0101;P_HTHAB;TR,: ,2.92 ,2.43 ,2.29 ,2.42 ,: ,: ,: ,: ,: ,: 
A;ICCS0101;P_HTHAB;UKC-L,1.17 ,1.08 ,1.14 ,0.94 ,0.97 ,0.92 ,0.89 ,0.95 ,1.16 ,1.20 ,1.14 
A;ICCS0101;P_HTHAB;UKM,1.83 ,1.61 ,1.91 ,1.76 ,1.19 ,1.15 ,1.16 ,1.10 ,1.15 ,1.09 ,1.10 
A;ICCS0101;P_HTHAB;UKN,1.36 ,1.62 ,1.28 ,1.27 ,1.15 ,1.09 ,0.93 ,1.30 ,0.97 ,1.29 ,1.23 
A;ICCS0101;P_HTHAB;XK,5.25 ,3.35 ,4.80 ,3.46 ,: ,: ,: ,: ,1.64 ,1.85 ,2.39 
A;ICCS0102;NR;AL,242 ,231 ,211 ,214 ,220 ,206 ,181 ,138 ,132 ,129 ,114 
A;ICCS0102;NR;AT,58 ,102 ,112 ,105 ,109 ,105 ,70 ,96 ,99 ,151 ,131 
A;ICCS0102;NR;BA,92 ,: ,67 ,50 ,47 ,59 ,70 ,54 ,60 ,59 ,14 
A;ICCS0102;NR;BE,682 ,746 ,762 ,858 ,836 ,809 ,849 ,880 ,881 ,967 ,1014 
A;ICCS0102;NR;BG,60 ,66 ,62 ,61 ,45 ,67 ,46 ,33 ,76 ,31 ,46 
A;ICCS0102;NR;CH,111 ,185 ,187 ,184 ,184 ,152 ,132 ,141 ,187 ,191 ,149 
A;ICCS0102;NR;CY,13 ,19 ,11 ,13 ,12 ,8 ,10 ,11 ,7 ,10 ,8 
A;ICCS0102;NR;CZ,89 ,76 ,68 ,90 ,93 ,92 ,79 ,67 ,71 ,45 ,43 
A;ICCS0102;NR;DE,1610 ,1649 ,1617 ,1560 ,1588 ,1591 ,1625 ,1551 ,1757 ,1722 ,1927 
A;ICCS0102;NR;DK,197 ,208 ,152 ,148 ,142 ,165 ,148 ,141 ,194 ,212 ,209 
A;ICCS0102;NR;EE,20 ,25 ,14 ,35 ,17 ,10 ,14 ,17 ,11 ,16 ,18 
A;ICCS0102;NR;EL,165 ,187 ,193 ,182 ,185 ,177 ,155 ,169 ,132 ,150 ,124 
A;ICCS0102;NR;ES,887 ,831 ,765 ,817 ,761 ,662 ,725 ,715 ,813 ,820 ,829 
A;ICCS0102;NR;FI,363 ,366 ,307 ,308 ,349 ,264 ,327 ,299 ,311 ,348 ,355 
A;ICCS0102;NR;FR,1168 ,1074 ,1210 ,1327 ,1560 ,1503 ,1678 ,2112 ,2407 ,2542 ,2713 
A;ICCS0102;NR;HR,: ,: ,125 ,123 ,101 ,126 ,113 ,105 ,93 ,125 ,90 
A;ICCS0102;NR;HU,145 ,136 ,143 ,133 ,108 ,105 ,106 ,86 ,97 ,72 ,59 
A;ICCS0102;NR;IE,11 ,7 ,7 ,8 ,9 ,13 ,15 ,13 ,24 ,14 ,14 
A;ICCS0102;NR;IS,: ,4 ,4 ,3 ,6 ,5 ,5 ,1 ,6 ,8 ,5 
A;ICCS0102;NR;IT,1621 ,1346 ,1309 ,1399 ,1327 ,1222 ,1250 ,1203 ,1079 ,1098 ,1050 
A;ICCS0102;NR;LI,1 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,: ,: 
A;ICCS0102;NR;LT,15 ,19 ,18 ,23 ,18 ,14 ,19 ,21 ,19 ,16 ,31 
A;ICCS0102;NR;LU,84 ,79 ,77 ,89 ,110 ,83 ,84 ,65 ,72 ,74 ,69 
A;ICCS0102;NR;LV,20 ,0 ,13 ,22 ,13 ,5 ,4 ,2 ,14 ,18 ,23 
A;ICCS0102;NR;ME,18 ,41 ,42 ,17 ,16 ,40 ,54 ,40 ,35 ,51 ,37 
A;ICCS0102;NR;MK,41 ,46 ,38 ,39 ,48 ,52 ,75 ,47 ,58 ,56 ,: 
A;ICCS0102;NR;MT,5 ,6 ,4 ,6 ,6 ,3 ,5 ,1 ,1 ,6 ,6 
A;ICCS0102;NR;NL,1500 ,3041 ,3841 ,3957 ,3615 ,3260 ,: ,: ,: ,: ,: 
A;ICCS0102;NR;NO,49 ,46 ,47 ,39 ,50 ,57 ,60 ,61 ,41 ,49 ,70 
A;ICCS0102;NR;PL,298 ,266 ,241 ,209 ,201 ,233 ,210 ,172 ,170 ,221 ,230 
A;ICCS0102;NR;RO,410 ,387 ,513 ,502 ,591 ,595 ,492 ,482 ,438 ,384 ,445 
A;ICCS0102;NR;RS,204 ,211 ,204 ,186 ,203 ,221 ,172 ,138 ,152 ,111 ,95 
A;ICCS0102;NR;SE,751 ,791 ,792 ,842 ,798 ,728 ,792 ,838 ,879 ,909 ,868 
A;ICCS0102;NR;SI,19 ,38 ,31 ,34 ,30 ,28 ,16 ,26 ,26 ,41 ,46 
A;ICCS0102;NR;SK,0 ,0 ,0 ,0 ,0 ,78 ,72 ,48 ,: ,80 ,: 
A;ICCS0102;NR;UKM,698 ,614 ,518 ,542 ,403 ,317 ,263 ,293 ,236 ,245 ,310 
A;ICCS0102;NR;UKN,121 ,114 ,118 ,111 ,116 ,102 ,111 ,112 ,78 ,99 ,74 
A;ICCS0102;NR;XK,157 ,183 ,151 ,197 ,161 ,168 ,167 ,156 ,147 ,134 ,139 
A;ICCS0102;P_HTHAB;AL,7.63 ,7.25 ,: ,7.56 ,: ,: ,6.25 ,4.78 ,4.57 ,4.48 ,3.97 
A;ICCS0102;P_HTHAB;AT,0.70 ,1.22 ,1.34 ,1.25 ,1.30 ,1.24 ,0.82 ,1.12 ,1.14 ,1.72 ,1.48 
A;ICCS0102;P_HTHAB;BA,2.39 ,: ,1.74 ,1.30 ,1.22 ,: ,: ,: ,: ,: ,: 
A;ICCS0102;P_HTHAB;BE,6.39 ,6.94 ,7.03 ,7.80 ,7.55 ,7.26 ,7.59 ,7.83 ,7.79 ,8.52 ,8.90 
A;ICCS0102;P_HTHAB;BG,0.80 ,0.88 ,0.84 ,0.83 ,0.61 ,0.92 ,0.63 ,0.46 ,1.06 ,0.44 ,0.65 
A;ICCS0102;P_HTHAB;CH,1.46 ,2.40 ,2.40 ,2.34 ,2.31 ,1.89 ,1.62 ,1.71 ,2.25 ,2.27 ,1.76 
A;ICCS0102;P_HTHAB;CY,1.67 ,2.38 ,1.34 ,1.55 ,1.39 ,0.92 ,1.17 ,1.30 ,0.83 ,1.17 ,0.93 
A;ICCS0102;P_HTHAB;CZ,0.86 ,0.73 ,0.65 ,0.86 ,0.89 ,0.87 ,0.75 ,0.64 ,0.67 ,0.43 ,0.41 
A;ICCS0102;P_HTHAB;DE,1.96 ,2.01 ,1.98 ,1.94 ,1.98 ,1.98 ,2.01 ,1.91 ,2.14 ,2.09 ,2.33 
A;ICCS0102;P_HTHAB;DK,3.59 ,3.77 ,2.75 ,2.66 ,2.54 ,2.95 ,2.63 ,2.49 ,3.40 ,3.69 ,3.62 
A;ICCS0102;P_HTHAB;EE,1.49 ,1.87 ,1.05 ,2.63 ,1.28 ,0.76 ,1.06 ,1.29 ,0.84 ,1.22 ,1.36 
A;ICCS0102;P_HTHAB;EL,1.48 ,1.69 ,1.74 ,1.64 ,1.67 ,1.61 ,1.42 ,1.56 ,1.22 ,1.39 ,1.15 
A;ICCS0102;P_HTHAB;ES,1.94 ,1.80 ,1.65 ,1.75 ,1.63 ,1.42 ,1.56 ,1.54 ,1.75 ,1.76 ,1.78 
A;ICCS0102;P_HTHAB;FI,6.85 ,6.87 ,5.74 ,5.73 ,6.46 ,4.86 ,6.00 ,5.46 ,5.67 ,6.32 ,6.44 
A;ICCS0102;P_HTHAB;FR,1.82 ,1.67 ,1.87 ,2.04 ,2.39 ,2.29 ,2.54 ,3.18 ,3.61 ,3.80 ,4.05 
A;ICCS0102;P_HTHAB;HR,: ,: ,2.91 ,2.87 ,2.36 ,2.96 ,2.66 ,2.49 ,2.22 ,3.01 ,2.19 
A;ICCS0102;P_HTHAB;HU,1.44 ,1.36 ,1.43 ,1.33 ,1.09 ,1.06 ,1.07 ,0.87 ,0.99 ,0.73 ,0.60 
A;ICCS0102;P_HTHAB;IE,0.24 ,0.15 ,0.15 ,0.17 ,0.19 ,0.28 ,0.33 ,0.28 ,0.51 ,0.29 ,0.29 
A;ICCS0102;P_HTHAB;IS,: ,1.25 ,1.26 ,0.94 ,1.88 ,1.55 ,1.54 ,0.30 ,1.80 ,2.36 ,1.43 
A;ICCS0102;P_HTHAB;IT,2.76 ,2.28 ,2.21 ,2.36 ,2.23 ,2.05 ,2.06 ,1.98 ,1.78 ,1.81 ,1.74 
A;ICCS0102;P_HTHAB;LI,2.83 ,0.00 ,0.00 ,8.30 ,0.00 ,0.00 ,2.69 ,0.00 ,0.00 ,: ,: 
A;ICCS0102;P_HTHAB;LT,0.47 ,0.60 ,0.57 ,0.75 ,0.60 ,0.47 ,0.65 ,0.72 ,0.66 ,0.56 ,1.10 
A;ICCS0102;P_HTHAB;LU,17.36 ,16.01 ,15.34 ,17.39 ,20.96 ,15.46 ,15.28 ,11.55 ,12.49 ,12.53 ,11.46 
A;ICCS0102;P_HTHAB;LV,0.91 ,0.00 ,0.61 ,1.06 ,0.64 ,0.25 ,0.20 ,0.10 ,0.71 ,0.92 ,1.19 
A;ICCS0102;P_HTHAB;ME,2.92 ,6.64 ,6.79 ,2.74 ,2.58 ,6.44 ,8.69 ,6.43 ,5.63 ,8.19 ,5.95 
A;ICCS0102;P_HTHAB;MK,2.00 ,2.25 ,1.85 ,1.90 ,2.33 ,2.52 ,3.63 ,2.27 ,2.80 ,2.70 ,: 
A;ICCS0102;P_HTHAB;MT,1.23 ,1.46 ,0.97 ,1.45 ,1.44 ,0.71 ,1.18 ,0.23 ,0.22 ,1.30 ,1.26 
A;ICCS0102;P_HTHAB;NL,9.14 ,18.45 ,23.17 ,23.76 ,21.61 ,19.43 ,: ,: ,: ,: ,: 
A;ICCS0102;P_HTHAB;NO,1.03 ,0.96 ,0.97 ,0.79 ,1.00 ,1.13 ,1.17 ,1.18 ,0.79 ,0.93 ,1.32 
A;ICCS0102;P_HTHAB;PL,0.78 ,0.70 ,0.63 ,0.55 ,0.53 ,0.61 ,0.55 ,0.45 ,0.45 ,0.58 ,0.61 
A;ICCS0102;P_HTHAB;RO,1.99 ,1.89 ,2.39 ,2.34 ,2.94 ,2.97 ,2.47 ,2.43 ,2.22 ,1.95 ,2.28 
A;ICCS0102;P_HTHAB;RS,2.77 ,2.88 ,2.79 ,2.56 ,2.81 ,3.08 ,2.41 ,1.94 ,2.15 ,1.58 ,1.36 
A;ICCS0102;P_HTHAB;SE,8.17 ,8.54 ,8.47 ,8.94 ,8.41 ,7.62 ,8.21 ,8.60 ,8.92 ,9.09 ,8.58 
A;ICCS0102;P_HTHAB;SI,0.95 ,1.87 ,1.51 ,1.66 ,1.46 ,1.36 ,0.78 ,1.26 ,1.26 ,1.98 ,2.23 
A;ICCS0102;P_HTHAB;SK,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.44 ,1.33 ,0.89 ,: ,1.47 ,: 
A;ICCS0102;P_HTHAB;UKM,13.46 ,11.77 ,9.87 ,10.26 ,7.59 ,5.96 ,4.93 ,5.47 ,4.39 ,4.52 ,5.70 
A;ICCS0102;P_HTHAB;UKN,6.83 ,6.38 ,6.56 ,6.13 ,6.38 ,5.58 ,6.04 ,6.06 ,4.20 ,5.30 ,3.94 
A;ICCS0102;P_HTHAB;XK,7.29 ,8.39 ,6.84 ,10.98 ,: ,: ,: ,: ,8.30 ,7.51 ,7.73 
A;ICCS02011;NR;AL,363 ,379 ,178 ,169 ,156 ,163 ,132 ,169 ,118 ,125 ,135 
A;ICCS02011;NR;AT,3945 ,4023 ,3606 ,3897 ,4030 ,3327 ,3230 ,3461 ,3793 ,3625 ,3711 
A;ICCS02011;NR;BA,1474 ,: ,505 ,652 ,618 ,577 ,592 ,992 ,1009 ,752 ,909 
A;ICCS02011;NR;BE,76314 ,77665 ,77758 ,78778 ,72312 ,69746 ,70411 ,62381 ,62944 ,62451 ,63142 
A;ICCS02011;NR;BG,3216 ,3122 ,3038 ,2462 ,2410 ,2470 ,2533 ,2520 ,2470 ,2811 ,2518 
A;ICCS02011;NR;CH,8893 ,524 ,487 ,487 ,597 ,568 ,609 ,616 ,573 ,586 ,585 
A;ICCS02011;NR;CY,167 ,219 ,173 ,164 ,148 ,132 ,134 ,143 ,145 ,144 ,132 
A;ICCS02011;NR;CZ,5397 ,4756 ,4786 ,5264 ,5240 ,5378 ,5199 ,5229 ,5050 ,4767 ,4967 
A;ICCS02011;NR;DE,518499 ,149301 ,142903 ,139091 ,136077 ,127869 ,125752 ,127395 ,140033 ,137058 ,136727 
A;ICCS02011;NR;DK,1663 ,1603 ,1753 ,1696 ,1657 ,1503 ,1533 ,1460 ,1733 ,1904 ,1857 
A;ICCS02011;NR;EE,140 ,106 ,103 ,104 ,99 ,99 ,77 ,98 ,93 ,76 ,90 
A;ICCS02011;NR;EL,430 ,477 ,1101 ,1425 ,1692 ,1610 ,1459 ,1624 ,1515 ,1510 ,1587 
A;ICCS02011;NR;ES,72803 ,80910 ,25077 ,18290 ,17353 ,16701 ,16776 ,29056 ,17331 ,18086 ,18292 
A;ICCS02011;NR;FI,2228 ,2083 ,1974 ,2035 ,1856 ,1791 ,1645 ,1563 ,1592 ,1581 ,1609 
A;ICCS02011;NR;FR,187937 ,220126 ,231909.06 ,231306.5 ,231733.31 ,233304 ,237916 ,242185 ,242910 ,: ,: 
A;ICCS02011;NR;HR,1128 ,1059 ,986 ,873 ,903 ,823 ,766 ,804 ,790 ,798 ,733 
A;ICCS02011;NR;HU,12757 ,12787 ,14569 ,14212 ,13973 ,13377 ,13475 ,12472 ,: ,: ,: 
A;ICCS02011;NR;IE,3843 ,3718 ,3681 ,3541 ,3213 ,3071 ,3163 ,3516 ,3634 ,4081 ,4506 
A;ICCS02011;NR;IS,77 ,79 ,57 ,60 ,74 ,92 ,101 ,85 ,74 ,103 ,122 
A;ICCS02011;NR;IT,65791 ,65611 ,64866 ,68500 ,69527 ,66317 ,67004 ,65072 ,64133 ,65906 ,66348 
A;ICCS02011;NR;LI,88 ,90 ,77 ,78 ,69 ,103 ,120 ,81 ,71 ,83 ,79 
A;ICCS02011;NR;LT,251 ,220 ,245 ,206 ,178 ,211 ,204 ,214 ,216 ,178 ,185 
A;ICCS02011;NR;LU,2317 ,2350 ,596 ,681 ,677 ,713 ,728 ,608 ,569 ,585 ,611 
A;ICCS02011;NR;LV,1346 ,1215 ,1226 ,1161 ,1325 ,458 ,569 ,534 ,657 ,657 ,646 
A;ICCS02011;NR;ME,196 ,186 ,193 ,161 ,168 ,173 ,129 ,140 ,128 ,147 ,153 
A;ICCS02011;NR;MK,213 ,228 ,248 ,239 ,211 ,216 ,213 ,154 ,173 ,148 ,: 
A;ICCS02011;NR;MT,196 ,173 ,180 ,181 ,174 ,218 ,160 ,183 ,200 ,186 ,183 
A;ICCS02011;NR;NL,69005 ,65690 ,6605 ,6555 ,6205 ,5580 ,5340 ,5100 ,5020 ,4785 ,4575 
A;ICCS02011;NR;NO,3279 ,3093 ,2925 ,2837 ,2781 ,2566 ,2377 ,2239 ,2199 ,2112 ,1968 
A;ICCS02011;NR;PL,: ,12559 ,11011 ,10703 ,9721 ,9118 ,8248 ,6957 ,7621 ,7304 ,6610 
A;ICCS02011;NR;PT,760 ,724 ,863 ,812 ,701 ,580 ,542 ,469 ,521 ,584 ,579 
A;ICCS02011;NR;RO,9457 ,9072 ,12301 ,12299 ,17219 ,17572 ,2279 ,299 ,304 ,272 ,252 
A;ICCS02011;NR;RS,1582 ,1442 ,1391 ,1309 ,1323 ,1750 ,1506 ,1422 ,1339 ,1285 ,1223 
A;ICCS02011;NR;SE,5332 ,5600 ,5594 ,5684 ,5338 ,4659 ,4570 ,4646 ,4959 ,4685 ,4709 
A;ICCS02011;NR;SI,2135 ,2177 ,2182 ,1974 ,2032 ,1849 ,1657 ,1540 ,1491 ,1398 ,1544 
A;ICCS02011;NR;SK,2702 ,2618 ,2426 ,2227 ,2183 ,2017 ,1988 ,1862 ,1632 ,1642 ,1597 
